car,model,year,price,region,Mileage,Body Style,Engine,Gearbox,Hand Drive,Color,Condition,link,Engine Volume,Horsepower,Engine Cylinders,Drive train
Lexus,LX 570 ,2023,196000.0,Armenia,500.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2954340,2.5,290,8,AWD 4x4
Mercedes-Benz,G 63 AMG ,2020,195000.0,"Armenia, Yerevan",68000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/2798520,4.0,585,8,AWD 4x4
Rolls Royce,Wraith ,2015,195000.0,Armenia,45000.0,Coupe,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2987116,2.5,200,4,AWD 4x4
BMW,M8 ,2022,195000.0,"Armenia, Yerevan",7600.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3019269,2.0,387,4,AWD 4x4
Mercedes-Benz,S 450 ,2021,190000.0,"Armenia, Yerevan",20000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3020422,4.0,505,8,AWD 4x4
Mercedes-Benz,G 63 AMG ,2020,190000.0,"Armenia, Yerevan",25000.0,SUV / Truck,Gasoline,Automatic,Left,Black,New,https://auto.am/offer/3035643,4.0,585,8,AWD 4x4
Mercedes-Benz,G 63 AMG ,2019,190000.0,"Armenia, Yerevan",45000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3038759,6.3,585,8,AWD 4x4
Mazda,CX 30 ,2022,19999.0,"Armenia, Yerevan",12800.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3009759,2.5,189,4,AWD 4x4
Chevrolet,Camaro ,2018,19999.0,"Armenia, Armavir",74500.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3037991,3.6,334,6,RWD
Mazda,CX5 ,2019,19999.0,"Armenia, Yerevan",64000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3024485,2.5,187,4,AWD 4x4
Mazda,6,2018,19999.0,"Armenia, Yerevan",107200.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/2832235,2.5,227,4,FWD
Hyundai,Elantra ,2021,19999.0,"Armenia, Yerevan",44800.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3040719,2.0,147,4,FWD
Mazda,CX5 ,2020,19999.0,"Armenia, Yerevan",94400.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3039960,2.5,189,4,FWD
Hyundai,Elantra ,2021,19999.0,"Armenia, Yerevan",35200.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3037835,2.0,147,4,FWD
Suzuki,Vitara ,2017,19990.0,"Armenia, Yerevan",65000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3038971,1.4,140,4,AWD 4x4
Lexus,ES 350 ,2012,19900.0,"Armenia, Armavir",200000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3033833,3.5,204,6,FWD
Mitsubishi,Outlander ,2018,19900.0,"Armenia, Yerevan",59200.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2942898,3.0,244,6,AWD 4x4
Mercedes-Benz,C 180 ,2014,19900.0,"Armenia, Yerevan",213000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3032378,4.7,456,8,RWD
Volkswagen,Touareg ,2014,19900.0,"Armenia, Yerevan",170000.0,SUV / Truck,Gasoline,Automatic,Left,Brown,Excellent,https://auto.am/offer/3033945,3.6,200,4,AWD 4x4
Audi,A6 ,2017,19900.0,"Armenia, Yerevan",208000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3036880,2.5,293,4,AWD 4x4
BMW,X6 ,2009,19900.0,"Armenia, Gegharkunik",191.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3038146,3.5,406,10,AWD 4x4
Lexus,GX 470 ,2006,19900.0,"Armenia, Yerevan",288000.0,SUV / Truck,Gas,Automatic,Left,White,Good,https://auto.am/offer/3038676,4.7,273,8,AWD 4x4
BMW,230,2017,19900.0,Armenia,27200.0,Coupe,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3024192,2.0,296,6,RWD
Mazda,6,2018,19900.0,"Armenia, Yerevan",48000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3035593,2.5,227,4,FWD
Kia,Sportage ,2020,19900.0,"Armenia, Yerevan",30400.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3025423,2.4,184,4,AWD 4x4
BMW,328,2014,19900.0,"Armenia, Yerevan",155000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3026808,2.0,184,4,RWD
Toyota,Camry ,2019,19900.0,"Armenia, Yerevan",33000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/2976810,2.5,203,4,FWD
Kia,Sedona ,2017,19900.0,"Armenia, Lori",126720.0,Minivan / Minibus,Gasoline,Automatic,Left,Cherry,Excellent,https://auto.am/offer/3039599,2.4,185,4,FWD
Chevrolet,Equinox ,2019,19900.0,"Armenia, Yerevan",80000.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3039299,2.0,153,5,AWD 4x4
Mazda,3,2020,19900.0,"Armenia, Armavir",14000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3036125,2.5,186,4,FWD
Ford,Edge ,2018,19900.0,"Armenia, Yerevan",77000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3040867,2.0,245,4,AWD 4x4
Nissan,Rnessa ,2021,19900.0,"Armenia, Yerevan",32000.0,SUV / Truck,Gasoline,Automatic,Left,Black,sell.condition-values.,https://auto.am/offer/3038495,2.5,180,6,FWD
Honda,Accord ,2018,19900.0,"Armenia, Yerevan",120000.0,Sedan,Gasoline,CVT Variable,Left,White,Excellent,https://auto.am/offer/3028830,1.5,192,4,FWD
Toyota,Camry ,2020,19900.0,"Armenia, Yerevan",124800.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3031021,2.5,203,4,FWD
BMW,320,2017,19900.0,Armenia,128000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/2957729,2.0,184,6,RWD
Nissan,Rogue ,2020,19900.0,"Armenia, Shirak",29000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3028669,2.5,143,4,AWD 4x4
Toyota,Camry ,2018,19900.0,"Armenia, Yerevan",95000.0,Sedan,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3039343,2.5,203,4,FWD
Lexus,LS 460 L AWD ,2010,19900.0,"Armenia, Yerevan",138000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3020391,4.6,357,8,AWD 4x4
Dodge,Challenger ,2018,19900.0,"Armenia, Yerevan",43200.0,Coupe,Gasoline,Automatic,Left,Orange,Good,https://auto.am/offer/2993268,3.6,305,6,RWD
Mazda,CX 30 ,2022,19900.0,"Armenia, Yerevan",1360.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3036680,2.5,189,4,AWD 4x4
Mercedes-Benz,S 550 ,2010,19900.0,"Armenia, Yerevan",145000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3035825,4.5,330,7,AWD 4x4
Honda,CR-V ,2016,19900.0,"Armenia, Yerevan",132800.0,SUV / Truck,Gasoline,Automatic,Left,Sky-blue,Excellent,https://auto.am/offer/2855786,2.4,188,4,FWD
Jeep,Compass ,2020,19900.0,"Armenia, Yerevan",54.400000000000006,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3029538,2.4,180,4,AWD 4x4
BMW,528,2016,19900.0,Armenia,124000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3009528,2.0,245,6,RWD
Alfa Romeo,Giulia ,2018,19900.0,"Armenia, Yerevan",60000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3024219,2.0,280,4,RWD
Ford,Mustang ,2017,19900.0,"Armenia, Yerevan",58000.0,Coupe,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3036912,2.3,313,4,RWD
Mazda,3,2023,19900.0,"Armenia, Yerevan",13000.0,Sedan,Gasoline,Automatic,Left,Blue,New,https://auto.am/offer/3018159,2.5,192,4,AWD 4x4
Jeep,Compass ,2021,19900.0,"Armenia, Yerevan",30000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3024045,3.6,285,6,AWD 4x4
Acura,TLX ,2018,19900.0,"Armenia, Yerevan",78400.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3027587,2.4,206,4,FWD
Mazda,CX5 ,2018,19900.0,Armenia,112000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2966518,2.5,187,4,AWD 4x4
Hyundai,Sonata ,2020,19900.0,"Armenia, Yerevan",41600.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3036437,2.0,185,4,FWD
Hyundai,Sonata ,2020,19900.0,"Armenia, Yerevan",41600.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3040386,2.0,185,4,FWD
BMW,X1 ,2017,19900.0,"Armenia, Yerevan",70000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3024194,2.0,228,4,FWD
Toyota,Camry ,2018,19900.0,"Armenia, Yerevan",120000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3023522,2.5,203,4,FWD
Toyota,Avalon ,2013,19900.0,"Armenia, Yerevan",120000.0,Sedan,Hybrid,Automatic,Left,Gray,Excellent,https://auto.am/offer/3025416,2.5,200,4,FWD
Mazda,CX5 ,2019,19900.0,"Armenia, Yerevan",43200.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2976494,2.5,187,4,AWD 4x4
Toyota,Camry ,2020,19850.0,"Armenia, Lori",27000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3026404,2.5,203,4,FWD
Infiniti,Q50 ,2018,19800.0,"Armenia, Yerevan",56000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3033511,3.0,300,6,RWD
Toyota,Camry ,2018,19800.0,"Armenia, Yerevan",67000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3035929,2.5,203,4,FWD
Ford,Escape ,2020,19800.0,"Armenia, Yerevan",89600.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3036652,1.5,185,4,AWD 4x4
Mercedes-Benz,E 200 ,2012,19800.0,"Armenia, Yerevan",154000.0,Sedan,Gasoline,Automatic,Left,Օther color,Excellent,https://auto.am/offer/3027154,2.0,184,4,RWD
Infiniti,Q50 ,2018,19800.0,"Armenia, Yerevan",110400.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3040498,3.0,300,6,RWD
Hyundai,Tucson ,2018,19800.0,"Armenia, Yerevan",108800.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2952680,2.0,150,4,AWD 4x4
Honda,Accord ,2020,19800.0,"Armenia, Armavir",62400.0,Sedan,Gasoline,CVT Variable,Left,Black,Good,https://auto.am/offer/3038839,1.5,192,4,FWD
Mazda,CX 30 ,2020,19800.0,"Armenia, Ararat",33600.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3038269,2.5,186,4,AWD 4x4
Mercedes-Benz,E 300 ,2017,19800.0,"Armenia, Yerevan",72366.0,Sedan,Gasoline,Automatic,Left,Black,Damaged,https://auto.am/offer/3038064,2.0,245,4,RWD
Nissan,Altima ,2020,19800.0,"Armenia, Yerevan",70400.0,Sedan,Gasoline,Automatic,Left,Օther color,Excellent,https://auto.am/offer/3029036,2.5,180,4,FWD
Honda,Accord ,2020,19800.0,"Armenia, Yerevan",25000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3035426,1.5,192,4,FWD
Lexus,GS 350 F Sport ,2014,19800.0,"Armenia, Yerevan",149000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2874483,3.0,236,6,AWD 4x4
Jeep,Cherokee ,2020,19800.0,"Armenia, Yerevan",54400.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2987661,2.4,180,4,AWD 4x4
Mazda,6,2019,19800.0,"Armenia, Yerevan",139200.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3029246,2.5,187,4,FWD
Mazda,6,2020,19800.0,"Armenia, Yerevan",144800.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3005401,2.5,187,4,FWD
Mercedes-Benz,GLK 300 ,2012,19800.0,"Armenia, Yerevan",160500.0,Sedan,Gasoline,Automatic,Left,Brown,Excellent,https://auto.am/offer/2825494,3.5,306,5,RWD
Toyota,Camry ,2018,19800.0,"Armenia, Yerevan",80000.0,Sedan,Gasoline and gas,Automatic,Left,Gray,Excellent,https://auto.am/offer/3024798,2.5,203,4,FWD
Infiniti,Q50 ,2017,19800.0,"Armenia, Yerevan",137000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3034541,3.0,405,2,AWD 4x4
Kia,Sorento ,2020,19800.0,"Armenia, Yerevan",68800.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3034461,3.3,290,6,AWD 4x4
Hyundai,Kona ,2019,19800.0,"Armenia, Yerevan",68800.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3028841,2.0,147,4,AWD 4x4
Toyota,Camry ,2018,19700.0,"Armenia, Yerevan",160000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3027847,2.5,203,4,FWD
Kia,Sorento ,2018,19700.0,"Armenia, Ararat",155200.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3040822,2.4,181,4,AWD 4x4
Lexus,GS 350 ,2012,19700.0,"Armenia, Yerevan",216000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/2999224,3.0,204,6,FWD
Mazda,6,2018,19700.0,Armenia,128000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2972674,2.5,227,4,FWD
Jeep,Compass ,2018,19700.0,"Armenia, Yerevan",54000.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3035668,2.4,180,4,AWD 4x4
Kia,Optima ,2020,19700.0,Armenia,51200.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2985977,2.4,183,4,FWD
Kia,Sportage ,2020,19700.0,"Armenia, Yerevan",32000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3002104,2.4,184,4,FWD
Honda,Accord ,2019,19700.0,"Armenia, Yerevan",190000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3025082,1.5,192,4,FWD
Mazda,3,2020,19700.0,"Armenia, Ararat",11200.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3037030,2.5,186,4,FWD
Toyota,Rav 4 ,2012,19700.0,"Armenia, Yerevan",105600.0,SUV / Truck,Gasoline,Automatic,Left,Brown,Excellent,https://auto.am/offer/2955161,2.5,178,6,AWD 4x4
Mercedes-Benz,E 350 ,2013,19700.0,Armenia,120000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2957990,3.5,306,2,AWD 4x4
Volkswagen,Passat ,2018,19600.0,"Armenia, Kotayk",79000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3033589,2.0,174,4,FWD
Nissan,Altima ,2019,19600.0,"Armenia, Yerevan",95000.0,Sedan,Gasoline,CVT Variable,Left,Gray,Excellent,https://auto.am/offer/3034773,2.5,188,4,FWD
Nissan,Rogue ,2018,19600.0,"Armenia, Yerevan",59100.0,Wagon,Gasoline,CVT Variable,Left,Black,Excellent,https://auto.am/offer/2938675,2.5,170,4,AWD 4x4
Nissan,Maxima ,2017,19500.0,"Armenia, Yerevan",97700.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/2855266,3.5,300,6,FWD
Nissan,Altima ,2019,19500.0,"Armenia, Yerevan",72000.0,Sedan,Gasoline,CVT Variable,Left,Blue,Excellent,https://auto.am/offer/3034727,2.5,175,4,AWD 4x4
Mercedes-Benz,GLK 350 ,2013,19500.0,"Armenia, Yerevan",127000.0,SUV / Truck,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3036602,4.7,388,8,AWD 4x4
Nissan,Rogue ,2020,19500.0,"Armenia, Yerevan",107200.0,SUV / Truck,Gasoline,CVT Variable,Left,Silver,Excellent,https://auto.am/offer/3025053,2.5,143,4,AWD 4x4
Mazda,CX5 ,2018,19500.0,"Armenia, Yerevan",108000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3031393,2.5,187,4,AWD 4x4
Hyundai,Elantra ,2021,19500.0,"Armenia, Yerevan",18000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3024294,2.0,147,4,FWD
BMW,X6 ,2008,19500.0,"Armenia, Yerevan",229000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3028020,5.0,407,8,AWD 4x4
Kia,Forte ,2020,19500.0,"Armenia, Tavush",27200.0,Sedan,Gasoline,CVT Variable,Left,Blue,Excellent,https://auto.am/offer/3032287,2.0,147,4,FWD
Mazda,6,2019,19500.0,"Armenia, Yerevan",96000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3030530,2.5,187,4,FWD
Lexus,IS 250 ,2014,19500.0,"Armenia, Yerevan",138400.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3018897,2.5,205,6,AWD 4x4
Hyundai,Kona ,2019,19500.0,"Armenia, Yerevan",44800.0,Wagon,Gasoline,Automatic,Left,Red,Excellent,https://auto.am/offer/3018797,2.0,147,4,FWD
Kia,Forte ,2023,19500.0,"Armenia, Yerevan",5600.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3040778,2.0,147,4,FWD
Mazda,3,2021,19500.0,"Armenia, Yerevan",19200.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/2959305,2.5,181,4,AWD 4x4
Kia,Sportage ,2019,19500.0,"Armenia, Yerevan",88960.0,SUV / Truck,Gasoline,Automatic,Left,Red,Excellent,https://auto.am/offer/2992720,2.4,184,4,AWD 4x4
Lexus,GX 470 ,2003,19500.0,"Armenia, Yerevan",200000.0,SUV / Truck,Gas,Automatic,Left,Gray,Good,https://auto.am/offer/3025972,4.7,238,8,AWD 4x4
Lexus,IS 200 ,2016,19500.0,"Armenia, Yerevan",180.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3037487,2.5,241,6,RWD
Toyota,C-HR ,2019,19500.0,"Armenia, Yerevan",34000.0,Wagon,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3038690,1.6,114,4,FWD
Mercedes-Benz,E 350 ,2013,19500.0,"Armenia, Yerevan",232000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3005780,3.5,306,2,AWD 4x4
BMW,328,2014,19500.0,Armenia,125000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/2839138,2.0,184,4,RWD
Toyota,C-HR ,2019,19500.0,"Armenia, Yerevan",40000.0,Hatchback,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/2823226,1.6,114,4,FWD
Toyota,Corolla ,2018,19500.0,"Armenia, Yerevan",53000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3037267,2.5,203,4,FWD
Toyota,Corolla ,2019,19500.0,"Armenia, Yerevan",70000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3037667,1.8,169,4,FWD
Mazda,CX5 ,2018,19500.0,"Armenia, Yerevan",118400.0,SUV / Truck,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3037583,2.5,187,4,AWD 4x4
Infiniti,QX30 ,2017,19500.0,"Armenia, Yerevan",72000.0,Hatchback,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3027658,3.0,297,2,AWD 4x4
Nissan,Rogue ,2018,19500.0,"Armenia, Yerevan",64000.0,SUV / Truck,Gasoline,CVT Variable,Left,White,Excellent,https://auto.am/offer/3032179,2.5,170,4,AWD 4x4
Mercedes-Benz,Vito ,2018,19500.0,"Armenia, Yerevan",270000.0,Wagon,Diesel,Manual,Left,Blue,Excellent,https://auto.am/offer/3040206,2.0,243,4,AWD 4x4
Mazda,CX5 ,2018,19500.0,Armenia,75000.0,Wagon,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3029185,2.5,187,4,AWD 4x4
Mazda,6,2018,19500.0,Armenia,30000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3030243,2.5,227,4,FWD
Mazda,CX5 ,2018,19500.0,"Armenia, Yerevan",118000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3028383,2.5,187,4,AWD 4x4
Toyota,Camry ,2014,19500.0,"Armenia, Yerevan",124000.0,Sedan,Gas,Automatic,Left,Gray,Excellent,https://auto.am/offer/3034544,2.4,178,4,FWD
BMW,328,2015,19500.0,"Armenia, Yerevan",85000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/2785439,2.8,245,4,RWD
Mitsubishi,Outlander ,2017,19500.0,Armenia,115200.0,Sedan,Gasoline,CVT Variable,Left,Blue,Excellent,https://auto.am/offer/3033363,2.4,166,4,FWD
Honda,Accord ,2016,19500.0,"Armenia, Kotayk",155200.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2929563,2.4,187,4,FWD
Toyota,Camry ,2018,19500.0,"Armenia, Yerevan",50000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2796108,2.5,203,4,FWD
Dongfeng,Forthing S50 EV ,2019,19500.0,"Armenia, Yerevan",410.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2809598,2.5,200,4,AWD 4x4
Nissan,Rogue ,2020,19500.0,"Armenia, Yerevan",18000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/2987725,2.0,143,4,AWD 4x4
Toyota,Camry ,2015,19500.0,"Armenia, Yerevan",133942.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3038520,2.5,178,4,FWD
Toyota,Corolla ,2020,19500.0,"Armenia, Yerevan",68800.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3025896,2.0,169,4,FWD
Honda,Accord ,2020,19500.0,"Armenia, Yerevan",43.2,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3040088,1.5,192,4,FWD
Toyota,Camry ,2015,19500.0,"Armenia, Yerevan",126000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3019867,2.5,178,4,FWD
Jeep,Compass ,2020,19500.0,"Armenia, Aragatsotn",56000.0,SUV / Truck,Gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3036147,2.4,180,4,AWD 4x4
Lexus,GX 470 ,2003,19500.0,"Armenia, Yerevan",240000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3039374,4.7,238,8,AWD 4x4
Porsche,Boxster ,1997,19500.0,"Armenia, Yerevan",108000.0,Coupe,Gasoline,Automatic,Left,Orange,Excellent,https://auto.am/offer/3032868,2.5,204,4,AWD 4x4
Mazda,CX5 ,2017,19500.0,"Armenia, Yerevan",75200.0,SUV / Truck,Gasoline,Automatic,Left,Cherry,Excellent,https://auto.am/offer/2947151,2.5,187,4,AWD 4x4
Hyundai,Elantra ,2021,19500.0,"Armenia, Kotayk",99000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3023694,2.0,147,4,FWD
Ford,Transit ,2017,19500.0,"Armenia, Armavir",163000.0,Wagon,Diesel,Manual,Left,Red,Excellent,https://auto.am/offer/3023482,3.5,290,6,AWD 4x4
Toyota,Land Cruiser 80 ,2004,19500.0,"Armenia, Yerevan",205000.0,SUV / Truck,Diesel,Manual,Left,White,Excellent,https://auto.am/offer/3032879,2.7,142,4,AWD 4x4
Nissan,Rogue ,2019,19500.0,"Armenia, Armavir",80.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3038337,2.5,170,4,AWD 4x4
Mercedes-Benz,E550 ,2011,19500.0,"Armenia, Yerevan",229504.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/2897731,3.5,289,6,AWD 4x4
Toyota,Camry ,2015,19500.0,"Armenia, Yerevan",160000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3035686,2.5,178,4,FWD
Chevrolet,Camaro ,2016,19500.0,"Armenia, Yerevan",93.0,Coupe,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3037897,6.2,455,7,RWD
Ford,Transit ,2014,19500.0,"Armenia, Yerevan",150000.0,Van,Diesel,Manual,Left,White,Excellent,https://auto.am/offer/3009475,2.5,203,4,FWD
Mazda,CX 30 ,2022,19500.0,"Armenia, Yerevan",9080.0,Hatchback,Gasoline,Automatic,Left,Black,sell.condition-values.,https://auto.am/offer/3031795,2.5,189,4,AWD 4x4
Toyota,C-HR ,2017,19500.0,"Armenia, Yerevan",175000.0,Wagon,Gasoline and gas,CVT Variable,Left,Gray,Average,https://auto.am/offer/3030700,2.5,176,4,AWD 4x4
Toyota,Camry ,2018,19500.0,"Armenia, Kotayk",46400.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3028068,2.5,203,4,FWD
Mercedes-Benz,A 180 ,2015,19500.0,"Armenia, Yerevan",139100.0,Hatchback,Gasoline,Automatic,Left,Brown,Excellent,https://auto.am/offer/3038424,5.0,462,8,AWD 4x4
Toyota,Camry ,2016,19500.0,"Armenia, Kotayk",330000.0,Sedan,Gasoline and gas,Automatic,Left,Black,Good,https://auto.am/offer/3018310,2.5,181,4,FWD
Mazda,6,2018,19500.0,"Armenia, Kotayk",183500.0,Sedan,Gasoline,Automatic,Left,Sky-blue,Excellent,https://auto.am/offer/3003655,2.5,227,4,FWD
Mazda,CX5 ,2020,19500.0,"Armenia, Yerevan",40000.0,Wagon,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3035551,2.5,189,4,AWD 4x4
Renault,Arkana ,2019,19500.0,"Armenia, Yerevan",74000.0,SUV / Truck,Gasoline,CVT Variable,Right,Cherry,Good,https://auto.am/offer/3038524,1.3,200,4,AWD 4x4
Nissan,Rogue ,2017,19500.0,"Armenia, Yerevan",123200.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2920382,2.5,170,4,AWD 4x4
